Date,Close,Open,High,Low,Adj Close,Volume
1999-03-10,50.12417853825281,50.12417853825281,50.26772688278678,50.09050419919471,50.12417853825281,71727311
1999-03-11,50.050121100850774,50.12417853825281,50.202104435834904,50.038096609569315,50.050121100850774,84849102
1999-03-12,50.33196254854051,50.050121100850774,50.408395015135596,50.00810578655984,50.33196254854051,42238823
1999-03-15,50.63693080713981,50.33196254854051,50.664201008459884,50.29190509943784,50.63693080713981,80616731
1999-03-16,50.28004783703997,50.63693080713981,50.772774416523454,50.064448027034,50.28004783703997,67442818
1999-03-17,50.36469852144713,50.28004783703997,50.48048533023957,50.08602938772764,50.36469852144713,97576412
1999-03-18,50.907292727984064,50.36469852144713,50.94769467450011,50.34638861380716,50.907292727984064,89377338
1999-03-19,50.787355310722155,50.907292727984064,50.96315228002471,50.75647864093068,50.787355310722155,68709604
1999-03-22,50.559006066614785,50.787355310722155,51.08317659197202,50.493656629247326,50.559006066614785,69333274
1999-03-23,50.90042096021525,50.559006066614785,51.26459904328301,50.52312805200883,50.90042096021525,71286703
1999-03-24,50.72963956962395,50.90042096021525,50.95327351342754,50.61290112832859,50.72963956962395,31812013
1999-03-25,50.813600177162826,50.72963956962395,50.88860322796537,50.64776441627627,50.813600177162826,88842481
1999-03-26,51.07867003706897,50.813600177162826,51.394982894524965,50.704171123356126,51.07867003706897,56609894
1999-03-29,50.61283559850481,51.07867003706897,51.102895865065825,50.4077027011693,50.61283559850481,53051358
1999-03-30,50.744978656424635,50.61283559850481,50.86977167979289,50.47866736642119,50.744978656424635,96226478
1999-03-31,51.12704069695306,50.744978656424635,51.15702251036434,50.720547046948965,51.12704069695306,75632602
1999-04-01,51.09585777164293,51.12704069695306,51.17262974171573,50.92373097835539,51.09585777164293,30150025
1999-04-02,51.52150344529039,51.09585777164293,51.77920218263954,50.84020507371302,51.52150344529039,81022591
1999-04-05,51.291492102577585,51.52150344529039,51.84979735518089,51.25491254299769,51.291492102577585,32822626
1999-04-06,51.245723324528306,51.291492102577585,51.355137087603794,51.17298912970474,51.245723324528306,60671736
1999-04-07,52.07374819874668,51.245723324528306,52.407372215662576,50.97872385854797,52.07374819874668,45554364
1999-04-08,51.721207915424884,52.07374819874668,52.11780793549029,51.668689201864005,51.721207915424884,54970939
1999-04-09,51.881918331046194,51.721207915424884,52.13882300607983,51.69810613042814,51.881918331046194,33654890
1999-04-12,51.57908023807252,51.881918331046194,51.97985253111055,51.34463553347238,51.57908023807252,60169970
1999-04-13,51.89226652844981,51.57908023807252,51.89725557977595,51.508941863505456,51.89226652844981,52038710
1999-04-14,52.147549742657446,51.89226652844981,52.1527944359137,51.81470960465573,52.147549742657446,74018810
1999-04-15,51.90296099843554,52.147549742657446,52.49447556601665,51.4840550537451,51.90296099843554,52019394
1999-04-16,52.38635833784715,51.90296099843554,52.569948084723414,51.814306403194195,52.38635833784715,60723898
1999-04-19,52.2155954617077,52.38635833784715,52.55874221072854,52.14742382476268,52.2155954617077,39505333
1999-04-20,52.38111930884659,52.2155954617077,52.51030153278613,52.07856457737214,52.38111930884659,82026215
